1,1,1.54405,0.387045,11.2407,11.3737,1.402
1,2,0.992022,0.664022,8.79635,8.83235,0.774
1,3,0.71038,0.363047,7.71475,7.75409,1.215
1,4,0.838271,0.533271,7.01284,7.04809,1.414
1,5,0.906244,0.594844,8.8337,8.66751,1.778
1,6,0.881687,0.429521,8.5485,8.41516,1.96
1,7,0.794189,0.512617,8.15845,8.19174,2.243
1,8,0.8644,0.5814,7.62866,7.53691,2.563
1,9,0.855784,0.465451,7.89243,7.81365,2.88
1,10,0.889036,0.588036,8.96297,8.99907,3.396
1,11,0.814111,0.534111,9.21132,9.15268,3.481
1,12,0.793672,0.510172,8.46708,8.33383,3.829
1,13,0.798731,0.53127,8.1107,8.06477,3.912
1,14,0.823597,0.561168,7.88219,7.69869,4.131
1,15,0.890081,0.629348,7.81216,7.70849,4.394
1,16,0.832192,0.557192,8.07951,7.98664,4.938
1,17,0.888338,0.550338,8.59576,8.45782,6.448
1,18,0.754759,0.496537,8.21887,8.08198,5.214
1,19,0.841926,0.582294,8.10276,7.97481,5.529
1,20,0.777134,0.518284,8.00789,7.88779,5.797
1,21,0.801892,0.531463,8.49713,8.48093,6.349
1,22,0.735585,0.469313,7.86736,7.80727,6.561
1,23,1.01405,0.584134,8.49609,8.32853,11.077
1,24,0.98469,0.560565,7.96241,7.84174,11.387
1,25,0.793598,0.539558,8.08244,8.07144,7.096
1,26,0.941205,0.484128,7.97612,7.87454,13.297
1,27,0.805517,0.54985,8.04475,7.96445,7.709
1,28,1.1802,0.553093,7.91687,7.8822,19.792
1,29,1.03273,0.517934,8.09612,7.88015,16.78
1,30,0.769473,0.51714,7.91982,7.84866,8.447
1,31,0.75055,0.495679,7.84991,7.78246,8.838
1,32,1.03102,0.559178,7.28123,7.27539,16.866
1,33,1.05749,0.605461,7.85998,7.54774,16.642
1,34,0.762988,0.529429,7.1835,7.09265,8.852
1,35,0.750242,0.524642,7.31279,7.25333,8.815
1,36,1.04464,0.549116,7.19512,7.13981,19.876
1,37,0.958317,0.5381,6.75337,6.69388,17.365
1,38,0.797007,0.589665,6.89728,6.78999,8.786
1,39,0.726489,0.508053,6.39944,6.34918,9.476
1,40,0.716944,0.509894,6.42327,6.37261,9.243
1,41,0.864033,0.489302,6.36467,6.26216,17.081
1,42,0.932214,0.52138,6.17248,6.0981,18.261
1,43,0.723246,0.529199,6.29386,6.29432,9.333
1,44,0.789508,0.551122,6.03863,5.99917,11.749
1,45,0.684115,0.495292,6.0644,5.99844,9.489
1,46,0.845085,0.524715,6.06545,5.90758,16.503
1,47,0.842413,0.523243,5.97791,5.82327,16.761
1,48,0.935565,0.53071,5.84158,5.69835,20.523
1,49,0.650262,0.482303,5.68539,5.60314,9.166
1,50,0.662971,0.497711,5.74742,5.72702,9.231
1,51,0.810159,0.511747,5.67996,5.61669,16.965
1,52,0.925482,0.579117,5.38825,5.31304,20.102
1,53,0.869617,0.593824,5.77988,5.69956,16.32
1,54,0.695989,0.496489,5.43045,5.38148,11.963
1,55,0.707603,0.54953,5.50925,5.50999,9.678
1,56,0.687124,0.534285,5.50861,5.43729,9.535
1,57,0.668668,0.518896,5.31704,5.26497,9.516
1,58,0.675838,0.524717,5.13629,5.13807,9.763
1,59,0.740437,0.567132,5.50452,5.45755,11.402
1,60,0.71239,0.55329,5.2446,5.19693,10.734
1,61,0.669307,0.526389,5.03568,4.95455,9.712
1,62,0.661519,0.520487,5.02274,4.97511,9.743
1,63,0.671818,0.531422,4.92088,4.85802,9.866
1,64,0.722122,0.522731,4.93713,4.91298,14.224
